"Application Number","Incentive Amount","Total Cost","Host Customer Physical Zip Code"
"SCE-CSI-39217",1898,42018,92860
"SCE-CSI-18227",3287,30004.8,92860
"SCE-CSI-50401",2170,50095,92860
"SCE-CSI-10551",16549,51485,92860
"SCE-CSI-32535",1158,23805,92860
"SCE-CSI-15129",8849,53900,92860
"SCE-CSI-55786",1501,37030,92860
"SCE-CSI-18238",1713,23520,92860
"SCE-CSI-20389",2907,41687,92860
"SCE-CSI-35154",833,19636,92860
"SCE-CSI-42682",1522,37944,92860
"SCE-CSI-07739",12090,53270.49,92860
"SCE-CSI-16027",14993,61953,92860
"SCE-CSI-48157",841,28750,92860
"SCE-CSI-45158",952,30155,92860
"SCE-CSI-26359",3588,35844.8,92860
"SCE-CSI-20391",2943,35917,92860
"SCE-CSI-22485",2942,32883,92860
"SCE-CSI-34573",1755,31044,92860
"SCE-CSI-04896",14384,84365.7,92860
"SCE-CSI-36702",1115,17499,92860
"SCE-CSI-42706",1289,36294,92860
"SCE-CSI-43049",837,20972,92860
"SCE-CSI-48815",968,27000,92860
"SCE-CSI-23646",3738,27739,92860
"SCE-CSI-22033",3344,28240,92860
"SCE-CSI-42712",2292,55080,92860
"SCE-CSI-11892",9133,52650,92860
"SCE-CSI-42711",1324,30002.7,92860
"SCE-CSI-34937",1820,46411,92860
"SCE-CSI-47632",1585,37485,92860
"SCE-CSI-49887",2005,45403,92860
"SCE-CSI-23152",6618,25150,92860
"SCE-CSI-48638",1270,30607.2,92860
"SCE-CSI-30748",4149,41745,92860
"SCE-CSI-35044",1882,49624,92860
"SCE-CSI-47449",1604,40692,92860
"SCE-CSI-30507",2382,30649,92860
"SCE-CSI-39793",1609,25333,92860
"SCE-CSI-01144",22307,90399.54,92860
"SCE-CSI-04661",11730,52245,92860
"SCE-CSI-33361",1409,27468,92860
"SCE-CSI-37730",2400,27139.48,92860
"SCE-CSI-38548",1370,22686,92860
"SCE-CSI-46275",950,21600,92860
"SCE-CSI-24466",2597,47839,92860
"SCE-CSI-02817",20583,91812.81,92860
"SCE-CSI-04312",14750,83391,92860
"SCE-CSI-31047",1735,16942.5,92860
"SCE-CSI-12336",3040,32550,92860
"SCE-CSI-50492",1140,28088,92860
"SCE-CSI-40549",1612,24794,92860
"SCE-CSI-15909",3544,32654,92860
"SCE-CSI-10271",8926,54475,92860
"SCE-CSI-36204",2876,71920,92860
"SCE-CSI-43368",2399,61200,92860
"SCE-CSI-32244",1468,24035,92860
"SCE-CSI-49956",2081,47775,92860
"SCE-CSI-12448",5425,35190,92860
"SCE-CSI-32641",1331,27992,92860
"SCE-CSI-30366",3960,41540,92860
"SCE-CSI-22535",6592,60000,92860
"SCE-CSI-39817",1569,32337.5,92860
"SCE-CSI-51021",1348,37485,92860
"SCE-CSI-07004",11636,47349.68,92860
"SCE-CSI-19823",3316,44000,92860
"SCE-CSI-17030",6555,33716.25,92860
"SCE-CSI-37253",2224,44000,92860
"SCE-CSI-29417",3095,44171,92860
"SCE-CSI-35604",2010,48625,92860
"SCE-CSI-11161",11041,52050,92860
"SCE-CSI-24864",1643,11200,92860
"SCE-CSI-37744",1457,30235,92860
"SCE-CSI-38940",1148,26527,92860
"SCE-CSI-51932",1409,48672,92860
"SCE-CSI-43951",1538,40428,92860
"SCE-CSI-23292",6456,42672,92860
"SCE-CSI-36241",1336,21521,92860
"SCE-CSI-30295",2241,35750,92860
"SCE-CSI-23744",2284,27135,92860
"SCE-CSI-39347",2087,47808,92860
"SCE-CSI-18596",2474,32654,92860
"SCE-CSI-26075",4820,43323,92860
"SCE-CSI-43422",2047,67008,92860
"SCE-CSI-09886",9515,40950,92860
"SCE-CSI-22189",2438,20507,92860
"SCE-CSI-45036",1522,34781,92860
"SCE-CSI-21884",2966,29453,92860
"SCE-CSI-20716",1394,6470,92860
"SCE-CSI-50066",878,22065,92860
"SCE-CSI-48021",1255,30411,92860
"SCE-CSI-23961",4040,22635,92860
"SCE-CSI-19612",9010,63756,92860
"SCE-CSI-07848",11233,56070,92860
"SCE-CSI-50720",260,5492.29,92860
"SCE-CSI-18921",7352,43800,92860
"SCE-CSI-10855",29275,109992.9,92861
"SCE-CSI-62851",1297,32507,92861
"SCE-CSI-18803",4210,28860,92861
"SCE-CSI-17780",5423,44575,92861
"SCE-CSI-44567",1448,27864,92861
"SCE-CSI-32734",387,6000,92861
"SCE-CSI-17586",9698,21294,92861
"SCE-CSI-28675",5053,64625,92861
"SCE-CSI-05255",10199,43765,92861
"SCE-CSI-05792",18557,77499.95,92861
"SCE-CSI-10345",6072,23113,92861
"SCE-CSI-25583",6090,89611.2,92861
"SCE-CSI-26568",1398,23303,92861
"SCE-CSI-24936",2157,29356,92861
"SCE-CSI-29305",3238,36600,92861
"SCE-CSI-46167",1475,37000,92861
"SCE-CSI-34951",2032,37460,92861
"SCE-CSI-19894",4900,33000.6,92861
"SCE-CSI-16624",4569,41580,92861
"SCE-CSI-31058",11481,118000,92861
"SCE-CSI-10355",2409,21750,92861
"SCE-CSI-10788",8272,64260,92861
"SCE-CSI-25850",4620,41647.5,92861
"SCE-CSI-17556",10455,65356.2,92861
"SCE-CSI-13935",10819,52250,92861
"SCE-CSI-29742",7331,73000,92861
"SCE-CSI-14590",9785,46990,92861
"SCE-CSI-52558",908,28000,92861
"SCE-CSI-26197",4878,41647.5,92861
"SCE-CSI-46149",2003,46695,92861
"SCE-CSI-18362",4987,27051,92861
"SCE-CSI-04043",13794,77168,92861
"SCE-CSI-41777",1873,26006.4,92861
"SCE-CSI-43645",1506,38148,92861
"SCE-CSI-28488",1957,19589.6,92861
"SCE-CSI-52206",724,24375,92861
"SCE-CSI-57662",859,35991.3,92861
"SCE-CSI-58720",814,20948,92861
"SCE-CSI-25882",2940,39200,92861
"SCE-CSI-04827",9440,37714,92861
"SCE-CSI-34425",819,17869,92861
"SCE-CSI-27824",4391,44732,92861
"SCE-CSI-60533",805,23000,92861
"SCE-CSI-60841",553,22258,92861
"SCE-CSI-37383",2568,43238,92861
"SCE-CSI-26298",4325,57600.01,92861
"SCE-CSI-27335",2872,27236,92861
"SCE-CSI-27339",3895,32740,92861
"SCE-CSI-15165",7691,37174,92861
"SCE-CSI-26993",2610,32160,92861
"SCE-CSI-16988",9094,85612,92861
"SCE-CSI-52230",1334,31437.5,92861
"SCE-CSI-04657",18649,77847.75,92861
"SCE-CSI-39703",1620,30164,92861
"SCE-CSI-07568",9454,56722,92861
"SCE-CSI-34003",1133,28530,92861
"SCE-CSI-50694",1293,31238,92861
"SCE-CSI-09773",2763,23344,92861
"SCE-CSI-30849",3581,32735.5,92861
"SCE-CSI-13189",5472,27597.6,92861
"SCE-CSI-13755",16510,81440,92861
"SCE-CSI-42889",1559,38785,92861
"SCE-CSI-50310",1610,38735,92861
"SCE-CSI-38454",3514,64476,92861
"SCE-CSI-43295",1532,30115,92861
"SCE-CSI-10692",2804,22780,92861
"SCE-CSI-38517",2113,53875,92861
"SCE-CSI-22215",5794,39316,92861
"SCE-CSI-19737",7402,66480,92861
"SCE-CSI-46733",764,19787,92861
"SCE-CSI-49728",1383,39000,92861
"SCE-CSI-42611",2987,57117,92861
"SCE-CSI-33162",1671,28457,92861
"SCE-CSI-18714",4202,22810,92861
"SCE-CSI-11402",7359,38351,92861
"SCE-CSI-20821",8658,63658.5,92861
"SCE-CSI-41032",1733,30512,92861
"SCE-CSI-01054",7282,30078,92861
"SCE-CSI-24690",5221,58576,92861
"SCE-CSI-11381",10497,21906,92861
"SCE-CSI-03401",4156,16188,92861
"SCE-CSI-08569",4032,33548,92861
"SCE-CSI-33108",5210,110789,92861
"SCE-CSI-25992",3664,42088.5,92861
"SCE-CSI-15856",4190,28980,92861
"SCE-CSI-14951",12966,56761.36,92861
"SCE-CSI-14041",3480,32654,92861
"SCE-CSI-07719",4530,24413,92861
"SCE-CSI-17315",7392,40764,92861
"SCE-CSI-13355",10267,50474.51,92861
"SCE-CSI-22154",7978,47532.8,92861
"SCE-CSI-03832",14507,59592.23,92861
"SCE-CSI-12328",10887,65356.2,92861
"SCE-CSI-08465",22886,106950,92861
"SCE-CSI-20040",3083,27965,92861
"SCE-CSI-33332",867,14328,92861
"SCE-CSI-33338",3109,84623,92861
"SCE-CSI-04929",5861,29950,92861
"SCE-CSI-13388",10061,50097,92861
"SCE-CSI-23685",6097,40172,92861
"SCE-CSI-46081",2788,48958,92861
"SCE-CSI-23945",4629,25624.65,92861
"SCE-CSI-32872",1803,33840,92861
"SCE-CSI-56475",2280,60517,92861
"SCE-CSI-31889",5858,56914,92861
"SCE-CSI-38979",2906,43095,92861
"SCE-CSI-26543",2452,24487,92861
"SCE-CSI-10328",13899,49774.49,92861
"SCE-CSI-02127",35772,147191.82,92861
"SCE-CSI-12041",2898,21937,92861
"SCE-CSI-20544",7227,43900,92861
"SCE-CSI-17912",5218,27051,92861
"SCE-CSI-07262",5432,30225,92861
"SCE-CSI-04892",16655,97686.6,92861
"SCE-CSI-42044",2723,80784,92861
"SCE-CSI-27432",7684,75060,92861
"SCE-CSI-21875",6538,54416.5,92861
"SCE-CSI-35612",1875,17906.92,92861
"SCE-CSI-12463",11438,52881,92861
"SCE-CSI-22564",9620,33517.37,92861
"SCE-CSI-21889",3240,29356,92861
"SCE-CSI-17914",7054,35968,92861
"SCE-CSI-19566",4358,40378.8,92861
"SCE-CSI-07065",18246,78023,92861
"SCE-CSI-51881",1614,50590,92861
"SCE-CSI-30367",2556,30620,92861
"SCE-CSI-20321",9552,60000,92861
"SCE-CSI-02307",7255,31016.66,92861
"SCE-CSI-45039",1352,29939,92861
"SCE-CSI-17017",21892,95000,92861
"SCE-CSI-40736",1188,16672,92862
"SCE-CSI-41699",1138,22032,92865
"SCE-CSI-06555",3371,33588,92865
"SCE-CSI-09381",18289,83300,92865
"SCE-CSI-12134",31625,182398,92865
"SCE-CSI-13883",2327,20512,92865
"SCE-CSI-26129",2746,33716.25,92865
"SCE-CSI-27676",2746,28869.75,92865
"SCE-CSI-13642",7490,48039.6,92865
"SCE-CSI-36257",1502,28656,92865
"SCE-CSI-47733",1385,40768,92865
"SCE-CSI-46344",825,26656,92865
"SCE-CSI-12092",4563,25999,92865
"SCE-CSI-07447",9169,56596.4,92865
"SCE-CSI-25167",1311,18336,92865
"SCE-CSI-07884",12859,95000,92865
"SCE-CSI-13891",4523,27600,92865
"SCE-CSI-27838",2487,25008,92865
"SCE-CSI-16022",4278,24320,92865
"SCE-CSI-49382",1391,41499.53,92865
"SCE-CSI-38589",1690,43300,92865
"SCE-CSI-35676",1446,23880,92865
"SCE-CSI-30567",1992,17910,92865
"SCE-CSI-13955",3026,25560,92865
"SCE-CSI-48359",511,9449,92865
"SCE-CSI-07460",8223,37223.55,92865
"SCE-CSI-22352",6124,45877,92865
"SCE-CSI-28144",1499,25000,92865
"SCE-CSI-56060",1221,37834.77,92865
"SCE-CSI-22351",6443,52024,92865
"SCE-CSI-19149",3714,35250,92865
"SCE-CSI-57789",745,21609,92865
"SCE-CSI-21663",3104,25846,92865
"SCE-CSI-23477",5640,34000,92865
"SCE-CSI-54051",1195,36235.5,92865
"SCE-CSI-27730",3076,33276,92865
"SCE-CSI-27989",1820,24692,92865
"SCE-CSI-33621",1098,32725,92865
"SCE-CSI-30120",1749,16716,92865
"SCE-CSI-25361",1454,17780.8,92865
"SCE-CSI-16276",6016,64995,92865
"SCE-CSI-55291",1072,39000,92865
"SCE-CSI-22938",2467,24500,92865
"SCE-CSI-14620",3815,31200,92865
"SCE-CSI-13765",9638,49032,92865
"SCE-CSI-33875",1335,36899,92865
"SCE-CSI-53812",749,21889,92865
"SCE-CSI-46708",982,15680,92865
"SCE-CSI-13991",4935,35250,92865
"SCE-CSI-04443",16256,93246.3,92865
"SCE-CSI-40993",1313,21492,92865
"SCE-CSI-48935",1480,34986,92865
"SCE-CSI-35775",585,16997,92865
"SCE-CSI-14015",3965,17892,92865
"SCE-CSI-26506",3621,41630,92865
"SCE-CSI-16205",6981,37462.5,92865
"SCE-CSI-42670",1523,33811,92865
"SCE-CSI-06891",4710,21247,92865
"SCE-CSI-07771",2552,22658,92865
"SCE-CSI-21007",3928,29748,92865
"SCE-CSI-28037",2397,29103.42,92865
"SCE-CSI-12262",4878,35250,92865
"SCE-CSI-14441",5871,39159,92865
"SCE-CSI-20662",2943,28348,92865
"SCE-CSI-09837",5546,25160,92865
"SCE-CSI-16864",8040,41819.25,92865
"SCE-CSI-06962",81329,202899,92865
"SCE-CSI-37033",1072,21492,92865
"SCE-CSI-51023",1273,29094,92865
"SCE-CSI-47892",1339,44313,92865
"SCE-CSI-02283",11982,44175,92865
"SCE-CSI-48310",1042,15905,92865
"SCE-CSI-16910",6250,46588.5,92865
"SCE-CSI-54307",745,18110,92865
"SCE-CSI-15800",16470,98545.16,92865
"SCE-CSI-48176",731,12434,92865
"SCE-CSI-18303",2190,27219,92865
"SCE-CSI-22569",4066,21850,92865
"SCE-CSI-08240",7294,45805.2,92865
"SCE-CSI-12794",4026,27727.49,92865
"SCE-CSI-34615",1295,25977.9,92865
"SCE-CSI-48703",972,23740.5,92865
"SCE-CSI-16548",10009,61884.9,92865
"SCE-CSI-28980",3227,34827,92865
"SCE-CSI-44320",302,9500,92865
"SCE-CSI-43424",994,29646.5,92865
"SCE-CSI-50089",1342,42000,92865
"SCE-CSI-08678",3298,28603,92865
"SCE-CSI-25816",1395,16544,92866
"SCE-CSI-46968",1118,22879.41,92866
"SCE-CSI-22666",4223,24487,92866
"SCE-CSI-32185",9187,80804,92866
"SCE-CSI-39269",1346,19512,92866
"SCE-CSI-17776",3615,34314,92866
"SCE-CSI-43864",1080,25074,92866
"SCE-CSI-36298",1527,29850,92866
"SCE-CSI-04126",2611,19008,92866
"SCE-CSI-22798",4815,26220,92866
"SCE-CSI-40152",1291,21890,92866
"SCE-CSI-28164",2341,24237.9,92866
"SCE-CSI-10879",8092,43324.6,92866
"SCE-CSI-17284",3562,22477.5,92866
"SCE-CSI-32379",2832,59949,92866
"SCE-CSI-18535",4216,29970,92866
"SCE-CSI-16425",3212,15550,92866
"SCE-CSI-08600",9052,44057.2,92866
"SCE-CSI-08613",5352,29750,92866
"SCE-CSI-24532",3101,29384.4,92866
"SCE-CSI-14452",5397,39789.6,92866
"SCE-CSI-44454",632,18482,92866
"SCE-CSI-21645",2164,22556,92866
"SCE-CSI-40008",1173,20400,92866
"SCE-CSI-25093",3250,31833.1,92866
"SCE-CSI-46951",1215,30000,92866
"SCE-CSI-28917",4319,32110,92866
"SCE-CSI-16076",7217,40404.65,92867
"SCE-CSI-33539",874,13538,92867
"SCE-CSI-39534",2410,50585,92867
"SCE-CSI-45421",1574,31604.45,92867
"SCE-CSI-17061",7728,42736,92867
"SCE-CSI-21143",6943,49700,92867
"SCE-CSI-23826",4191,32599,92867
"SCE-CSI-39361",821,14328,92867
"SCE-CSI-18364",5228,26385,92867
"SCE-CSI-50111",1396,23294,92867
"SCE-CSI-09433",10054,43948.58,92867
"SCE-CSI-47824",606,12597,92867
"SCE-CSI-07991",4824,20115,92867
"SCE-CSI-29620",1292,13846.26,92867
"SCE-CSI-09115",4549,20700,92867
"SCE-CSI-37080",1521,25587,92867
"SCE-CSI-23583",2230,15907,92867
"SCE-CSI-19922",2883,36500,92867
"SCE-CSI-37295",1507,15499,92867
"SCE-CSI-41724",2841,52090,92867
"SCE-CSI-50637",1096,26303,92867
"SCE-CSI-41722",1417,22890,92867
"SCE-CSI-29427",3168,32510.4,92867
"SCE-CSI-25166",5657,60654,92867
"SCE-CSI-49368",1097,27500,92867
"SCE-CSI-14733",10454,40790,92867
"SCE-CSI-40293",1038,21523,92867
"SCE-CSI-49367",1681,46659.62,92867
"SCE-CSI-20763",5531,31263,92867
"SCE-CSI-12606",2638,13300,92867
"SCE-CSI-05265",6395,31371,92867
"SCE-CSI-16612",4670,40632,92867
"SCE-CSI-15515",9680,46200,92867
"SCE-CSI-25560",3152,30009.6,92867
"SCE-CSI-20770",4440,27437.56,92867
"SCE-CSI-34289",900,14114,92867
"SCE-CSI-20778",8070,47740,92867
"SCE-CSI-18408",4213,31723,92867
"SCE-CSI-17198",4856,27283,92867
"SCE-CSI-06053",8426,42110,92867
"SCE-CSI-33415",867,21500,92867
"SCE-CSI-17405",9529,40472,92867
"SCE-CSI-07381",5134,22050,92867
"SCE-CSI-17090",4662,19990,92867
"SCE-CSI-07933",12614,46208.45,92867
"SCE-CSI-43966",1042,20580,92867
"SCE-CSI-07175",7178,40500,92867
"SCE-CSI-16153",6394,26323.65,92867
"SCE-CSI-22147",3053,31133,92867
"SCE-CSI-55058",1131,43479.37,92867
"SCE-CSI-49029",1124,26775,92867
"SCE-CSI-12793",4864,35250,92867
"SCE-CSI-06502",6998,28907.65,92867
"SCE-CSI-21822",3840,24791,92867
"SCE-CSI-04054",12498,51717,92867
"SCE-CSI-12558",6669,40219.2,92867
"SCE-CSI-36788",2360,45126,92867
"SCE-CSI-46564",812,19890,92867
"SCE-CSI-11291",5770,27720,92867
"SCE-CSI-11511",5083,39115,92867
"SCE-CSI-37117",1025,16716,92867
"SCE-CSI-46601",1685,48212.35,92867
"SCE-CSI-39053",2720,42457.5,92867
"SCE-CSI-29963",3782,40320,92867
"SCE-CSI-44841",1156,28895,92867
"SCE-CSI-41780",2088,26006.4,92867
"SCE-CSI-41439",2901,46886.4,92867
"SCE-CSI-41909",1304,34829,92867
"SCE-CSI-42523",1287,37919.83,92867
"SCE-CSI-42575",1029,23880,92867
"SCE-CSI-45818",986,29508.5,92867
"SCE-CSI-46586",1573,26511,92867
"SCE-CSI-46588",1608,31295,92867
"SCE-CSI-51921",565,21991,92867
"SCE-CSI-52271",810,27611.5,92867
"SCE-CSI-50229",1622,41233.5,92867
"SCE-CSI-53090",596,18742.5,92867
"SCE-CSI-54369",1452,48510,92867
"SCE-CSI-25617",3749,37730,92867
"SCE-CSI-29454",2324,21492,92867
"SCE-CSI-24793",5517,75690,92867
"SCE-CSI-05328",8155,34007,92867
"SCE-CSI-27680",2022,18806,92867
"SCE-CSI-34665",1159,23742.64,92867
"SCE-CSI-61014",1627,62982,92867
"SCE-CSI-19876",7574,56039,92867
"SCE-CSI-61291",582,18000,92867
"SCE-CSI-25211",3463,34281.8,92867
"SCE-CSI-27968",2563,21823.2,92867
"SCE-CSI-00077",8165,31316.09,92867
"SCE-CSI-27773",1411,23000,92867
"SCE-CSI-28193",3746,36195,92867
"SCE-CSI-15573",8611,63000,92867
"SCE-CSI-47380",873,21675,92867
"SCE-CSI-31270",1380,25296,92867
"SCE-CSI-36870",1706,24767.1,92867
"SCE-CSI-40776",1827,34337,92867
"SCE-CSI-51477",633,13559.4,92867
"SCE-CSI-08435",5286,28108,92867
"SCE-CSI-15414",2709,27216,92867
"SCE-CSI-44140",1658,26800,92867
"SCE-CSI-07593",12897,66054,92867
"SCE-CSI-41270",2313,40094.08,92867
"SCE-CSI-49213",1457,35802,92867
"SCE-CSI-43270",746,21270,92867
"SCE-CSI-33983",1552,22823,92867
"SCE-CSI-13329",4594,21525,92867
"SCE-CSI-18825",4697,34914,92867
"SCE-CSI-46650",1232,21640,92867
"SCE-CSI-24455",3949,28193,92867
"SCE-CSI-12843",10111,57978,92867
"SCE-CSI-06701",5202,26000.04,92867
"SCE-CSI-36595",639,17512.8,92867
"SCE-CSI-08030",11009,45780.71,92867
"SCE-CSI-51464",697,13757,92867
"SCE-CSI-29516",3642,43806,92867
"SCE-CSI-03703",26815,165385,92867
"SCE-CSI-09547",6850,30156,92867
"SCE-CSI-07605",10765,37856.63,92867
"SCE-CSI-47366",1123,26160,92867
"SCE-CSI-42559",666,13000,92867
"SCE-CSI-19690",7105,43138.8,92867
"SCE-CSI-13976",6175,32108,92867
"SCE-CSI-05384",13101,60450,92867
"SCE-CSI-17341",6250,33083.12,92867
"SCE-CSI-52811",589,19208,92867
"SCE-CSI-22212",4165,24452,92867
"SCE-CSI-20581",2581,27071,92867
"SCE-CSI-05813",10085,38084,92867
"SCE-CSI-34805",1606,36600,92867
"SCE-CSI-31315",2369,21112,92867
"SCE-CSI-08498",10074,51541,92867
"SCE-CSI-22422",3707,19665,92867
"SCE-CSI-23550",7098,46793,92867
"SCE-CSI-05907",8976,34661.91,92867
"SCE-CSI-43579",1197,27581,92867
"SCE-CSI-04775",11770,66702.9,92867
"SCE-CSI-13987",12101,67460,92867
"SCE-CSI-48266",2019,33267.03,92867
"SCE-CSI-41895",858,28478.4,92867
"SCE-CSI-26597",1410,13560.8,92867
"SCE-CSI-14250",7590,36206,92867
"SCE-CSI-37024",1258,17591.4,92867
"SCE-CSI-38197",1496,14498.4,92867
"SCE-CSI-47411",866,26656,92867
"SCE-CSI-22995",2622,29563.2,92867
"SCE-CSI-13342",5684,31671,92867
"SCE-CSI-21681",7695,66912.3,92867
"SCE-CSI-01258",7114,33907.27,92867
"SCE-CSI-53336",909,25966,92867
"SCE-CSI-53561",1139,23471.27,92867
"SCE-CSI-09693",1989,17893,92867
"SCE-CSI-07215",6641,29400,92867
"SCE-CSI-18214",6104,51391.2,92867
"SCE-CSI-46773",1510,37536,92867
"SCE-CSI-06171",3013,24482.5,92867
"SCE-CSI-16381",5912,37506,92867
"SCE-CSI-41010",1348,20580,92867
"SCE-CSI-08561",2837,28726,92867
"SCE-CSI-41292",1246,15863.4,92867
"SCE-CSI-12177",6823,28750,92867
"SCE-CSI-08554",8098,41436.6,92867
"SCE-CSI-23071",4164,28860,92867
"SCE-CSI-54942",652,19399,92867
"SCE-CSI-15264",7187,46950,92867
"SCE-CSI-11053",8488,41059,92867
"SCE-CSI-14035",3356,23966,92867
"SCE-CSI-18232",8323,43336.21,92867
"SCE-CSI-18539",2203,14156.5,92867
"SCE-CSI-39266",885,17522.4,92867
"SCE-CSI-03129",6081,32924.29,92867
"SCE-CSI-23611",2866,29563.2,92867
"SCE-CSI-01096",8569,36699.61,92867
"SCE-CSI-08156",9578,42505.01,92867
"SCE-CSI-20988",2102,21150,92867
"SCE-CSI-03838",8070,44673.75,92867
"SCE-CSI-41588",1266,26656,92867
"SCE-CSI-29696",4237,48000,92867
"SCE-CSI-20980",6389,45177,92867
"SCE-CSI-36694",1589,27462,92867
"SCE-CSI-28401",1906,28758,92867
"SCE-CSI-16415",4320,22479,92867
"SCE-CSI-11894",11743,62524,92867
"SCE-CSI-31729",2609,23880,92867
"SCE-CSI-47802",524,15680,92867
"SCE-CSI-40808",1566,22000,92867
"SCE-CSI-31085",6046,81820,92867
"SCE-CSI-08946",2552,21813,92867
"SCE-CSI-18924",2878,25695.6,92867
"SCE-CSI-18567",3513,21500,92867
"SCE-CSI-47972",1072,17199,92867
"SCE-CSI-34241",2045,35730,92867
"SCE-CSI-04189",10239,42803,92867
"SCE-CSI-51337",1097,23849,92867
"SCE-CSI-31250",3443,31342.5,92867
"SCE-CSI-32553",1746,31380,92867
"SCE-CSI-49265",855,29000,92867
"SCE-CSI-48827",700,21952,92867
"SCE-CSI-43067",976,26431,92867
"SCE-CSI-46984",1406,34200,92867
"SCE-CSI-06981",6808,28007,92867
"SCE-CSI-07288",6325,25776,92867
"SCE-CSI-16495",5052,45336,92867
"SCE-CSI-19146",3528,24420,92867
"SCE-CSI-44727",1679,37069,92867
"SCE-CSI-42302",1897,34882,92867
"SCE-CSI-05595",9869,42504.31,92867
"SCE-CSI-44730",1431,31017,92867
"SCE-CSI-48177",587,9708,92867
"SCE-CSI-48681",1936,45136,92867
"SCE-CSI-14100",5944,40219.2,92867
"SCE-CSI-43952",689,17136,92867
"SCE-CSI-35601",2809,52216,92867
"SCE-CSI-29908",2339,20029.6,92867
"SCE-CSI-11917",10211,70383.6,92867
"SCE-CSI-25393",3452,35506.15,92867
"SCE-CSI-48175",1822,43026,92867
"SCE-CSI-47447",1041,18547.47,92867
"SCE-CSI-17444",6022,41176.8,92867
"SCE-CSI-33949",534,14490,92867
"SCE-CSI-17474",4331,22810.5,92867
"SCE-CSI-46431",698,21952,92867
"SCE-CSI-36456",2075,33915,92867
"SCE-CSI-12979",6677,42235.2,92867
"SCE-CSI-33483",540,8720,92867
"SCE-CSI-40833",1210,17120,92867
"SCE-CSI-37528",3034,54924,92867
"SCE-CSI-07826",4305,26774.99,92867
"SCE-CSI-15014",10359,57472,92867
"SCE-CSI-36465",2428,41305,92867
"SCE-CSI-25300",3991,50522,92867
"SCE-CSI-15685",3861,20720,92867
"SCE-CSI-19598",4080,28327.2,92867
"SCE-CSI-56500",1156,29907,92867
"SCE-CSI-05064",4987,30324,92867
"SCE-CSI-12665",6023,35250,92867
"SCE-CSI-35993",975,25208,92868
"SCE-CSI-39362",1212,21241.5,92868
"SCE-CSI-02487",7875,27666,92868
"SCE-CSI-14610",2434,21980,92868
"SCE-CSI-43815",1015,24079,92868
"SCE-CSI-54009",797,24289,92868
"SCE-CSI-49893",651,16950,92868
"SCE-CSI-45810",760,16293,92868
"SCE-CSI-48509",1356,43292,92868
"SCE-CSI-29571",499,12461.4,92868
"SCE-CSI-29191",516,13800,92868
"SCE-CSI-20202",2930,25000,92868
"SCE-CSI-36962",1466,28656,92868
"SCE-CSI-13713",7496,43700,92868
"SCE-CSI-01764",7346,30763,92868
"SCE-CSI-03105",7456,32395,92868
"SCE-CSI-29597",926,22425,92868
"SCE-CSI-04301",21305,169020.58,92868
"SCE-CSI-29596",566,13800,92868
"SCE-CSI-02875",3738,23337.74,92868
"SCE-CSI-28944",3604,31825,92868
"SCE-CSI-20672",1653,9794.8,92868
"SCE-CSI-06212",8483,31237.18,92868
"SCE-CSI-18613",2811,18250,92868
"SCE-CSI-41218",1032,16856,92868
"SCE-CSI-45784",955,15940,92869
"SCE-CSI-42879",1175,25100,92869
"SCE-CSI-27267",1851,16684,92869
"SCE-CSI-17561",7034,36630,92869
"SCE-CSI-42374",1754,39063,92869
"SCE-CSI-06579",8848,62360,92869
"SCE-CSI-14640",9379,49122.1,92869
"SCE-CSI-10764",8518,36750,92869
"SCE-CSI-39615",2115,50915,92869
"SCE-CSI-44768",1034,24990,92869
"SCE-CSI-41709",1641,28538.25,92869
"SCE-CSI-24916",4328,40966,92869
"SCE-CSI-00841",12247.2,45972,92869
"SCE-CSI-29336",2728,33119.64,92869
"SCE-CSI-38150",1488,29507.91,92869
"SCE-CSI-16973",7165,39078,92869
"SCE-CSI-15967",11217,45817,92869
"SCE-CSI-09648",15135,59232,92869
"SCE-CSI-05093",10956,33770.38,92869
"SCE-CSI-13886",6693,30977,92869
"SCE-CSI-52437",924,25965,92869
"SCE-CSI-19020",2165,26035,92869
"SCE-CSI-17538",7080,37464,92869
"SCE-CSI-18376",3515,23865,92869
"SCE-CSI-10613",12466,53935.2,92869
"SCE-CSI-16611",2858,26785,92869
"SCE-CSI-43147",1495,35365,92869
"SCE-CSI-13660",6152,29153.25,92869
"SCE-CSI-27674",2679,23231.1,92869
"SCE-CSI-54000",865,26239.5,92869
"SCE-CSI-28751",5940,54625,92869
"SCE-CSI-24774",3707,42750,92869
"SCE-CSI-20373",1183,10990,92869
"SCE-CSI-18957",1884,14430,92869
"SCE-CSI-04561",11277,42864,92869
"SCE-CSI-01704",13559,64742.38,92869
"SCE-CSI-45452",1556,37320,92869
"SCE-CSI-21169",5241,44608.2,92869
"SCE-CSI-22707",3707,25252.5,92869
"SCE-CSI-13667",11561,78126,92869
"SCE-CSI-43190",914,23123,92869
"SCE-CSI-26915",2144,18806,92869
"SCE-CSI-00879",10877,42526.21,92869
"SCE-CSI-37343",2407,41500,92869
"SCE-CSI-14879",6741,45007.2,92869
"SCE-CSI-25770",4022,65650,92869
"SCE-CSI-45475",1263,31824,92869
"SCE-CSI-46536",2229,53600,92869
"SCE-CSI-39916",1464,28533.8,92869
"SCE-CSI-49454",660,21250,92869
